//ID	µØÍ¼±àºÅ	»»ËãºóX×ø±ê	»»ËãºóY×ø±ê	»»ËãºóZ×ø±ê
14720	a31	352.91	40.33	78.15
14721	a31	322.8	38.76	446.36
14722	a31	259.11	40.27	48.07
14723	a31	353.01	40.33	78.25
14724	a31	322.8	38.76	446.36
14725	a31	259.11	40.27	48.07
14726	a31	353.01	40.33	78.25
14727	a31	-399.4	55.83	-277.01
14728	a31	-305.97	81.54	-7.45
14729	a31	-239.86	108.08	-193.54
14730	a31	-246.35	73.89	-103.03
14731	a31	-399.3	55.83	-276.91
14732	a31	-246.29	73.89	-109.36
14733	a31	-481.03	100.78	167.92
14734	a31	-306.65	129.79	483.59
14735	a31	-305.02	99.86	349.25
14736	a31	-399.2	55.83	-276.81
14737	a31	-246.29	73.89	-105.49
14738	a31	-481.03	100.78	167.92
14739	a31	-306.65	129.79	483.59
14740	a31	-304.92	99.86	349.35
14741	a31	-23.56	92.47	-300.9
14742	a31	200.82	259.03	-197.68
14743	a31	262.88	259.03	-285.8
14744	a31	430.61	263.01	-398.27
14745	a31	457.72	266.01	-205.68
14746	a31	-23.56	92.47	-300.9
14747	a31	200.92	259.03	-197.66
14748	a31	8.53	89.47	-382.4
14749	a31	126.56	92.89	-252.96
14750	a31	-196.43	84.32	-405.63
14751	a31	10.16	88.59	-246.58
14752	a31	-23.56	92.47	-300.9
14753	a31	200.98	259.03	-197.58
14754	a31	8.53	89.47	-380.07
14755	a31	126.56	92.89	-252.96
14756	a31	-196.22	84.32	-404.11
14757	a31	10	88.59	-246.06
14758	a31	14.73	27.83	-201.06
14759	a31	322.9	38.76	446.46
14760	a31	259.11	40.27	48.29
14761	a31	353.11	40.33	78.35
14762	a31	218.22	40.26	29.98
14763	a31	450.59	53.06	337.37
14764	a31	300.84	40.26	42.35
14765	a31	322.9	38.76	446.46
14766	a31	259.11	40.27	48.07
14767	a31	353.11	40.33	78.35
14768	a31	3.65	52.85	174.73
14770	a31	-79.55	48.49	85.68
14771	a31	445.25	34.16	162.15
14772	a31	72.03	52.97	199.53
14773	a31	89.25	53.26	476.34
14774	a31	322.9	38.76	446.46
14775	a31	259.11	40.27	48.07
14776	a31	353.11	40.33	78.35
14777	a31	3.65	52.85	176.83
14778	a31	-79.55	48.49	85.68
14779	a31	445.15	34.16	163.25
14780	a31	268.34	33.98	274.64
14781	a31	249.01	33.98	274.37
14782	a31	258.7	34.09	273.8
14783	a09	-96.17	332.65	-185.68
14784	a09	141.51	332.65	-101.58
14785	a09	224.58	337.74	-472
14786	world	-1346.3	223.54	2749.47
14787	a14	306.19	333.93	-242.96
14788	a14	139.16	335.24	-239.32
14789	a10	167.74	332.65	133.81
14790	a10	227.45	332.56	-133.16
14791	a10	-215.57	332.65	-50.38
15056	a31	-484.21	91.55	-409.24
15062	a31	-484.21	91.55	-409.3
15067	a31	-484.21	91.55	-409.29
15074	a31	-482.25	91.55	-409.2
15075	a31	-482.25	91.55	-409.27
15076	a31	-482.25	91.55	-409.39
15083	a31	-439.92	93.5	-97.95
15084	a31	-480	91.55	-409.48
15085	a31	-480	91.55	-409.44
15088	a31	-296.65	81.54	-3.15
15093	a31	41.12	90.45	-481.49
15094	a31	41.08	90.45	-480.92
15095	a31	43.21	90.45	-481.67
15095	a31	39.1	90.45	-481.1
15095	a31	41.54	90.45	-483.22
15095	a31	43.11	90.45	-481.77
15095	a31	39	90.45	-481.2
15095	a31	41.44	90.45	-483.32
15098	a31	42.22	90.45	-480.6
15105	a31	364.61	261.01	-147.88
15106	a31	364.71	261.01	-150.76
15107	a31	364.71	261.01	-148.73
15112	a31	-52.8	92.91	-347.51
15113	a31	-52.66	92.91	-347.61
15118	a31	445.67	34.16	185.92
15119	a31	445.77	34.16	186.02
15126	a31	257.99	39.79	152.8
15127	a31	258.46	39.79	152.69
15128	a31	258.83	39.79	151.83
15133	a31	168.58	39.24	276.49
15134	a31	168.48	39.24	276.12
15135	world	1584.7	219.68	1503.62
15136	world	1862.8	237.92	177.9
15173	world	1736.16	219.61	1141.32
15174	world	-2670.33	453.27	1279.41
15177	world	-2620.5	453.83	1222.12
15180	world	-2702.51	464.29	1281.55
15183	world	-2677.36	453.94	1285.44
15186	world	-2648.31	459.79	1199.46
15189	world	-2624.71	454	1214.19
15193	world	1317.14	222.74	1341.12
15196	world	-2669.37	453.22	1276.88
15199	world	-1574.6	254.03	656.16
15201	world	-2412.69	435.3	1426.09
15218	a31	-253.53	106.53	162.32
15223	world	-2819.09	635.33	900.06
15462	a31	445.77	34.16	186.02
15465	a31	-310.02	129.79	426.82
15466	a31	-293.14	96.32	365.08
15467	a31	201.26	259.03	-202.93
15473	a31	-196.29	84.32	-358.75
15475	a31	17.84	88.59	-235.64
15476	a31	23.48	88.59	-247.02
15477	a31	2.92	88.59	-234.38
15478	a31	-3.74	88.59	-246.73
15479	a31	2.97	88.59	-258.67
15480	a31	17.27	88.59	-258.61
15481	a31	378.76	40.33	117.24
15484	a31	-14.8	27.83	-219.42
15485	a31	44.07	27.83	-225.66
15486	a31	-11.06	27.83	-275.56
15491	a31	85.4	52.82	178.1
15494	world	1210.78	227.82	772.1
15494	a31	-490.78	130.39	467.43
15495	world	1210.81	227.82	777.22
15495	a31	-490.68	130.39	460.31
15496	world	1210.91	227.82	782.55
15496	a31	-490.58	130.39	453.65
15497	a31	-299.99	81.65	63.98
15498	a31	-271.5	128.53	286.65
15499	a31	-299.89	81.65	64.08
15500	a31	-377.61	128.35	348.72
15500	a31	-318.07	81.56	13.66
15501	a31	-299.89	81.65	64.08
15502	a31	-270.08	128.58	410.35
15502	a31	-320.51	81.56	65.33
15512	a31	-417.62	129.93	497.46
15515	a31	-396.08	129.93	496.89
15518	a31	-417.78	129.93	492.92
15521	a31	-417.95	129.93	488.52
15524	a31	-417.98	129.93	483.88
15527	a31	-410.27	129.93	478.63
15530	a31	-414.57	129.93	478.82
15533	a31	-399.64	129.93	478.67
15536	a31	-395.82	129.93	488.47
15539	a31	-404.76	129.93	478.76
15542	a31	-395.99	129.93	492.75
15545	a31	-395.73	129.93	483.86
15546	a31	-306.28	128.71	281.37
15547	a31	-340.4	91.51	-197.95
15548	a31	-305.79	81.54	-6.54
15549	a31	-338.95	91.51	-197.43
15550	a31	-291.05	96.32	362.4
15551	a31	-310.61	99.86	354.01
15552	a31	-310.31	99.86	355.38
15553	a31	201.52	259.03	-203.21
15559	a31	201.42	259.03	-202.84
15565	a31	-226.9	84.87	-345.8
15566	a31	-226.43	84.87	-373.03
15567	a31	17.05	88.59	-235.25
15568	a31	23.93	88.59	-246.9
15569	a31	3.44	88.59	-235.42
15570	a31	-4	88.59	-246.75
15571	a31	2.99	88.59	-258.44
15572	a31	17.19	88.59	-259.27
15573	a31	3.23	52.77	166.81
15574	a31	6.45	52.77	166.9
15614	world	1210.93	227.82	787.35
15614	a31	-490.53	130.39	446.8
15617	a31	-191.8	84.6	-306.24
15618	a31	-199.23	84.6	-306.24
15622	a31	200.92	259.03	-193.21
15623	a31	200.92	259.03	-202.77
15624	a31	196.9	259.03	-197.92
15626	a31	201.02	259.03	-191.65
15627	a31	201.12	259.03	-203.2
15628	a31	196.27	259.03	-197.48
15629	a31	201.02	259.03	-192.06
15630	a31	201.02	259.03	-202.96
15631	a31	195.25	259.03	-197.5
15634	a31	-207.09	84.6	-309.03
15635	a31	-206.48	84.6	-309.03
15641	a31	250.26	33.98	273.74
15642	a31	267.57	33.98	273.84
15643	a31	-306.17	81.56	4
15644	a31	181.26	262.57	-198.53
15645	a31	161.33	53.16	345.86
15645	a31	159.34	53.16	196.95
15645	a31	202.3	40.26	106.65
15645	a31	363.47	40.33	71.84
15645	a31	310.79	53.05	165.98
15646	a31	302.31	39.16	368.08
15647	a31	333.82	39.16	368.5
15648	a31	325.98	39.16	368.44
15649	a31	318.41	39.16	368.5
15650	a31	310.39	39.16	368.6
15651	a31	-475.82	91.55	-381.14
15652	a31	-476.06	91.55	-380.7
15653	a31	-475.84	91.55	-380.08
15654	a31	331.26	259.03	-389.81
15655	a31	331.97	259.03	-391.72
15656	a31	333.13	259.03	-391.63
15657	a31	366.36	52.97	326.29
15658	a31	366.46	52.97	326.39
15659	a31	366.56	52.97	326.49
15660	a31	-404.95	158.23	329.55
15661	a31	-177.83	118.01	338.92
15662	a31	-207.32	157.19	382.22
15663	a31	-439.73	113.03	352.07
15664	a31	-404.73	113.03	352.17
15665	a31	-438.89	113.03	387.19
15669	a31	-8.88	92.89	-47.67
15669	a31	90.29	53.06	427.74
15669	a31	390.55	34.78	157.88
15669	a31	-97.59	92.89	-359.95
15669	a31	-361.19	102.22	55.53
15669	a31	-481.3	63.85	-276.88
15777	a05	-173.3	334.44	128.17
15777	a06	-357.24	337.42	324.74
15777	a07	-199.17	337.34	71.2
15777	a08	-28.17	335.62	-58.31
15777	a09	446.71	336.01	204.37
15777	a10	-30.78	334.2	219.23
15777	a11	-89.84	309.72	126.76
15777	a14	-257.29	341.37	202.69
15777	a15	-254.88	335.27	390.28
15777	a16	-165.44	256.37	-433.73
15777	a17	-170.55	260.98	-433.17
15777	a24	-376.74	166.8	443.06
15777	a23	333.24	608.2	-241.52
15789	world	1219.83	227.82	761.83
15810	a27	-382.16	216.49	-412.75
15810	a27	-420.13	216.68	-97.81
15811	a27	-434.79	216.36	-344.06
15812	a27	-351.18	216.49	-436.97
15812	a27	-416.59	216.49	-126.8
15813	a27	-81.54	215.94	-286.72
15814	a27	-68.45	216.49	-274.49
15815	a27	-28.85	216.49	-82.27
15815	a27	32.67	216.49	-410.48
15816	a27	305.61	216.49	-399.75
15816	a27	119.97	216.49	-95.17
15817	a27	298.77	216.49	-393.96
15817	a27	94.81	216.58	-85.54
15818	a27	265.82	216.49	-384.51
15818	a27	129.45	216.49	-79.13
15819	a27	362.73	216.64	-29.05
15820	a27	234.78	216.49	-84.12
15821	a27	406.72	216.56	-46.29
15822	a27	400.02	216.49	268.8
15823	a27	415.32	217.69	266.57
15824	a27	403.47	216.49	235.12
15825	a27	-42.05	216.49	418.66
15825	a27	267.37	216.49	408.36
15826	a27	235.8	216.49	407.54
15827	a27	-43.18	216.49	410.26
15828	a27	-382.89	216.68	-412.45
15828	a27	-421.89	216.68	-74.34
15829	a27	-340.01	216.51	-394.24
15829	a27	-419.57	216.51	-72.87
15830	a27	-319.75	245.1	-456.26
15830	a27	-428.51	216.58	-152.39
15831	a27	-221.97	216.49	-199.56
15832	a27	-224.75	216.49	-208.41
15833	a27	-301.87	216.49	-163.65
15834	a27	-64.89	216.49	-394.06
15834	a27	-42.31	216.49	-64.13
15835	a27	-66.4	216.51	-390.3
15835	a27	-42.01	216.51	-81.87
15836	a27	26.94	216.95	-415.42
15836	a27	-22.62	216.49	-110.84
15837	a27	321.24	216.49	-395.01
15837	a27	87.5	216.49	-63.08
15838	a27	321.06	216.49	-398.66
15838	a27	93.9	216.7	-87.68
15839	a27	320.22	216.49	-402.55
15839	a27	105.27	216.49	-79.67
15840	a27	232.54	216.5	-101.73
15841	a27	235.41	216.5	-110.34
15842	a27	245.25	216.5	-99.56
15843	a27	398.86	216.49	50.65
15844	a27	402.94	218.29	52.13
15845	a27	404.65	216.49	247.54
15846	a27	46.91	216.46	427.95
15847	a27	5.08	216.49	444.86
15848	a27	2.85	216.49	452.93
15849	a27	-195.86	216.49	340.87
15850	a27	-188.96	216.49	330.09
15851	a27	-181.87	216.49	339.7
15876	a27	-308.17	216.49	-414.52
15877	a27	-14.44	216.49	-438.55
15878	a27	349.54	216.49	-393.8
15879	a27	364.71	217.06	-123.44
15880	a27	412.13	216.49	317.3
15881	a27	-86.04	216.57	419.64
15882	a27	-316.38	216.49	-413.73
15883	a27	-239.14	216.49	-401.34
15884	a27	-8.08	216.49	-440.02
15885	a27	341	216.49	-390.23
15886	a27	368.87	216.49	-126.42
15887	a27	412.54	216.49	299.41
15888	a27	-87.86	216.49	418.84
15889	a27	-180.36	216.49	226.25
15890	a27	-167.19	216.49	217.17
15891	a27	-65.74	206.4	202.4
15895	a29	-209.82	279.45	-117.64
15895	a29	179.49	258.31	-282.63
15896	a29	68.25	264.79	-78.26
15897	a29	-62.72	279.1	318.34
15897	a29	-49.19	261.61	-201.6
15898	a29	2.61	264.79	65.34
15899	a29	67.33	264.79	-85.89
15899	a29	-237.83	279.45	74.62
15900	a29	158.65	280.85	305.07
15900	a29	-298.98	270.88	-44.93
15901	a29	-10.06	285.23	255.12
15901	a29	-337.67	270.88	-8.69
15901	a29	267.3	231.23	-97.26
15902	a29	-130.14	276.15	271.55
15903	a29	234.77	278.02	357.76
15903	a29	-130.47	276.07	266.75
15903	a29	-67.22	246.14	-144.42
15904	a29	-76.04	276.05	268.28
15904	a29	72.63	247.33	-158.07
15905	a29	-169.64	275.93	265.06
15905	a29	244.77	276.05	270.34
15905	a29	-166.09	279.76	-102.44
15905	a29	163.97	252.83	-209.9
15906	a29	-133.36	275.91	-208.92
15906	a29	187.24	258.3	-311.44
15907	a29	-112.7	272.27	46.64
15908	a29	246.93	276.05	269.33
15908	a29	-55.89	278.02	354.11
15908	a29	-77	261.61	-202.79
15909	a29	-114.85	272.27	21.77
15909	a29	192.25	278.02	355.93
15910	a29	-66	246.14	-48.49
15910	a29	13.75	285.23	268.69
15911	a29	-316.84	270.88	-8.52
15912	a29	-66.92	241.27	118.91
15912	a29	233.92	278.02	358.04
15951	a29	277.5	293.4	269.15
15951	a29	-100.48	285.32	269.27
15952	a29	-214.08	290.5	-90.05
15952	a29	-114.72	285.22	269.37
15952	a29	223.06	288.35	268.57
16129	a29	184.24	252.82	-211.29
16130	a29	187.62	258.3	-315.13
16131	a29	87.12	258.3	-302
16132	a29	-165.9	276.06	-211.66
16133	a29	-214.44	279.45	-114.92
16134	a29	-211.59	279.45	136.46
16135	a29	-103.35	272.27	33.2
16136	a29	-169.89	275.93	268.73
16137	a29	54.26	285.22	267.81
16138	a29	-65.84	241.11	118.58
16139	a29	181.99	252.82	-210.92
16140	a29	187.16	258.3	-315.17
16141	a29	85.11	258.3	-303.18
16142	a29	158.08	247.34	-159.29
16143	a29	-167.51	276.27	230.29
16144	a29	20.32	278.02	357.11
16145	a29	56.26	285.22	267.83
16146	a29	234.83	278.02	357.66
16147	a29	-167.28	275.93	267.48
16148	a29	-209.22	279.45	-117.33
16171	a27	-467.02	216.49	-28.51
16172	a27	413.66	217.8	344.62
16173	a27	266.91	221.91	7.34
16175	a27	-7.3	222.13	-467.05
16176	a27	387.39	217.72	-394.76
16177	a27	-247.99	254.69	-487.35
16178	a27	267.21	221.91	6.74
16179	a27	-9.06	222.13	-467.29
16180	a27	387.85	217.72	-396.3
16181	a27	-249.69	254.61	-489.27
16182	a27	413.52	217.8	346.61
16223	a29	23.41	264.97	13.19
16224	a29	23.31	264.97	12.16
16225	a29	21.71	264.97	13.29
16226	a29	21.81	264.97	12.08
16227	a29	-65.94	239.64	21.25
16228	a29	-66.36	239.64	39.23
16229	a29	24.52	264.79	13.77
16230	a29	24.36	264.79	11.38
16231	a29	20.92	264.79	13.93
16232	a29	20.77	264.79	11.49
16233	a29	301.51	247.14	-197.11
16234	a29	292.33	247.14	-197.11
16235	a29	283.41	247.14	-197.11
16236	a29	-70.47	239.64	53.84
16237	a29	-70.91	239.64	9.72
16238	a29	-344.07	270.88	-27.4
16239	a29	6.07	264.79	-2.53
16240	a29	-152.8	277.89	157.2
16242	a27	-223.21	216.49	-221.71
16243	a27	-295.87	216.49	-213.16
16244	a27	-85.44	216.49	-288.61
16245	a27	6.3	216.49	-312.24
16246	a27	248.79	216.49	-115.81
16247	a27	403.54	216.49	-46.49
16248	a27	254.83	216.49	-118.11
16249	a27	403.12	216.49	-79.27
16250	a27	-466.51	216.49	-27.75
16251	a27	-468.01	216.85	-28.15
16252	a27	-467.49	216.49	-30.33
16253	a27	-468.29	216.95	-29.28
16254	a27	-466.17	216.5	-29.28
16256	world	269.25	220.63	-935.13
16260	a29	-15.18	284.36	271.48
16264	a29	-89.38	272.27	31.85
16265	a27	-109.19	218.58	433.34
16272	a29	-66.2	240.93	-74.61
16273	a27	-467.95	216.49	-25.62
16275	a27	-7.28	222.13	-466.61
16276	a27	389.22	217.72	-395.54
16277	a27	265.67	221.91	7.24
16278	a27	389.41	217.72	-393.24
16279	a27	268.57	221.91	6.47
16279	a27	267.02	221.91	7.81
16280	a27	413.48	217.8	343.73
16281	a27	-108.45	218.58	435.01
16282	a27	-109.67	218.58	432.83
16283	a27	52.78	237.89	197.24
16284	a27	267.84	221.91	6.12
16285	a27	267.51	221.91	8.58
16286	a27	-108.56	218.58	433.65
16287	a27	-483.29	216.49	-34.84
16288	a27	-483.35	216.49	-35.16
16330	a27	-242.27	216.49	-401.6
16331	a27	-7.97	216.49	-440.19
16332	a27	342.32	216.49	-399.6
16333	a27	371.72	216.49	-127.4
16334	a27	-86.7	216.49	420.34
16335	a27	-88.74	216.49	421
16336	a27	370.3	216.49	-128.55
16337	a27	368.3	216.49	-129.97
16338	a27	371.01	216.49	-130.88
16339	a29	266.93	229.33	-50.87
16340	a29	-350.77	272.77	-7.95
16341	a29	179.27	281.14	93.48
16342	a29	178.76	281.14	24.38
16343	a29	179.22	281.14	-22.36
16344	a29	174.89	283.4	-86.79
16345	a29	267.82	273.7	8.68
16346	a29	-100.87	272.01	157.75
16347	a29	20.69	278.02	357.55
16348	a29	234.48	278.02	357.11
16349	a29	332.86	284.97	264.9
16350	a29	-165.21	276.06	-212.09
16351	a29	-170.2	275.93	267.86
16352	a29	330.1	284.97	267.74
16353	a29	-295.96	270.88	-2.85
16354	a29	-348.62	272.92	-7.74
16355	a29	174.81	333.98	114.04
16356	a29	207.41	281.14	-1.78
16357	a29	267.57	273.7	1.12
16358	a29	265.62	229.47	-40.37
16359	a29	-341.17	270.88	-7.9
16360	a29	10.41	264.79	-5.38
16361	a27	-9.3	222.13	-466.82
16362	a27	-232.16	221.1	-441.95
16363	a27	-230.5	221.1	-441.76
16366	a27	-251.42	254.63	-488.01
16367	a27	-466.36	216.49	-25.65
16368	a27	-469.49	216.49	-25.98
16369	a29	-351.26	272.77	-6.93
16370	a29	174.4	281.14	97.6
16371	a29	178.07	281.14	31.08
16372	a29	177.91	281.14	-27.87
16373	a29	175.08	281.14	-81.87
16374	a29	267.8	273.7	15.66
16375	a29	-103.92	272.01	157.66
16376	a29	22.81	278.02	357.74
16377	a29	232.28	278.02	357.36
16378	a29	330.81	284.97	267.33
16379	a29	-351.77	272.77	-7.88
16381	a29	203.69	281.14	-1.78
16382	a29	267.72	273.7	3.98
16383	a29	265.31	229.51	-43.96
16385	a29	8.02	264.79	-5.5
16420	world	-2482.51	219.42	4149.63
16421	a29	276.88	247.14	-201.5
16431	a29	-69.56	239.64	25.14
16432	a29	-61.31	239.64	25.14
16433	a29	-61.31	239.64	34.25
16434	a29	-69.56	239.64	34.25
16474	world	-85.11	225.35	4497.35
16475	a29	-342.47	270.88	-20.96
16476	a29	11.29	264.79	-5.37
16477	a29	-273.39	270.88	-8.64
16480	a29	302.56	284.97	278.18
16481	world	-2480.15	219.25	4152.09
16482	world	-773.37	230.27	4273.15
16483	world	-2497.43	218.1	3411.6
16484	a29	168.33	281.14	98.23
16485	a29	148.96	281.13	1.49
16486	a29	289.37	273.7	5.66
16487	a29	-105.94	272.01	158.26
16488	a29	-106.01	272.01	158.26
16489	world	-2417.63	219.71	3441.87
16490	world	-2459.38	218.1	3453.45
16532	a29	-340.72	270.88	-7.94
16533	a29	-105.24	272.01	149.52
16539	a27	-483.42	216.49	-34.03
16540	a27	-483.4	216.49	-34.51
16551	world	268.59	220.63	-936.74
16556	a27	-455	216.49	-11.31
16557	a27	-455	216.49	-16.75
16558	a27	-455	216.49	-22.37
16559	a27	-455	216.49	-27.31
16560	world	283.57	220.63	-945.32
16561	a27	-87.98	216.49	-130.79
16562	world	385.99	570.35	-877.38
16563	world	269.57	220.64	-933.5
16564	a27	-224.84	216.49	-322.49
16565	a27	-221.12	216.49	-325.38
16566	a27	-91.33	216.49	-138.24
16567	a27	-166.61	216.49	-436.61
16568	a27	-121.37	216.49	-160.51
16643	a27	-182.94	216.49	232.02
16644	a27	-188.56	216.49	215.34
16645	a27	-172.91	216.49	231.88
16646	a27	-188.25	216.74	235.4
16647	a27	358.8	216.49	-138.58
16741	a29	299.23	273.7	12.61
16743	a29	20.32	285.23	253.58
16743	a29	31.92	264.79	1.72
16743	a29	-267.19	270.88	-8.57
16743	a29	284.18	247.14	-226.64
16745	a29	287.84	247.14	-226.64
16746	a29	291.54	247.14	-226.64
16747	a29	295.4	247.14	-226.64
16748	a29	11.47	264.79	-10.38
16749	a29	12.84	264.79	-1.17
16750	a29	-339.6	270.88	-1.46
16755	world	1308.62	219.62	917.07
16756	a29	176.46	281.14	94.4
16765	a29	-164.07	276.06	-212.7
16766	a29	-167.94	275.93	267.33
16767	a29	332.3	284.97	267.93
16768	a29	-338.48	270.88	-48.96
16769	a29	-340.5	270.88	29.42
16770	a29	192.46	281.36	122.01
16771	a29	201.37	281.14	8.9
16772	a29	267.58	273.7	6.4
16773	a29	267.12	229.33	-40.65
16774	a29	-337.14	270.88	-8.86
16775	a29	12.31	264.79	-2.15
16776	a27	-319.15	216.49	-411.28
16777	a27	-242.35	216.49	-397.3
16778	a27	-10.2	216.49	-443.08
16779	a27	336.97	216.49	-395.52
16780	a27	368.4	216.49	-133.18
16781	a27	412.87	216.49	297.42
16782	a27	-86.9	216.49	423.12
16783	a27	-196.3	216.49	228.34
16784	a27	-196.94	216.49	222.96
16785	a27	-65.21	206.4	204.94
16787	a27	-169.03	216.49	-437.1
16788	a27	-121.5	216.49	-157.74
16794	a29	288.43	247.14	-195.69
16795	a29	289.74	247.14	-195.69
16796	a29	291.12	247.14	-195.69
16797	a29	289.83	247.14	-193.51
16798	a29	291.08	247.14	-193.51
16799	a29	292.48	247.14	-193.51
16800	a29	293.87	247.14	-193.51
16801	a29	295.18	247.14	-193.51
16802	a29	293.88	247.14	-195.51
16803	a29	295.13	247.14	-195.51
16804	a29	296.5	247.14	-195.51
16816	a27	-476.56	216.49	-50.39
16817	a27	-474.84	216.49	-49.14
16818	a27	-474.4	216.49	-47.26
16819	a27	-475.1	216.49	-45.72
16820	a27	-480.41	216.49	-43.7
16821	a27	-478.4	216.49	-43.48
16822	a27	-476.39	216.49	-44.15
16823	a27	-478.46	216.49	-50.89
16824	a27	-481.68	216.49	-45.43
16825	a27	-481.98	216.49	-47.05
16826	a27	-481.6	216.49	-48.89
16827	a27	-480.26	216.49	-50.29
16840	a29	292.48	247.14	-195.73
16841	a27	-478.17	216.49	-47.31
16844	a29	300.13	284.98	268.19
16844	a29	-167.81	276.03	235.7
16844	a29	-271.45	270.88	-8.77
16844	a29	-130.31	276.02	-211.53
16844	a29	265.74	229.36	-85.59
16844	a29	267.11	273.71	52.74
16844	a29	148.13	281.11	80.73
16844	a29	153.62	281.11	1.15
16844	a29	-35.34	264.79	32.32
16845	a27	-119.3	225.89	205.65
16845	a27	-108.43	218.58	432.66
16845	a27	413.32	217.8	344.37
16845	a27	380.53	216.49	-155.87
16845	a27	389.97	217.72	-395.06
16845	a27	-129.29	216.49	-165.95
16845	a27	-8.21	222.13	-466.66
16845	a27	-154.33	216.52	-459.64
16845	a27	-347.59	216.61	-414.31
16845	a27	-233.03	221.1	-441.78
16872	a27	-455.05	216.49	-32.23
16872	a29	298.93	247.14	-226.64
16907	world	-2827.51	379.02	3117.03
16907	world	328.63	266	3350.73
16907	world	-1508.68	253.01	985.84
16907	world	1282.98	219.61	1046.22
16907	world	-542.3	219.01	-1407
16933	a28	-427.87	234.29	264.11
16934	a28	-435.25	234.27	262.94
16935	a28	-380.92	234.17	219.2
16936	a28	-386.74	234.5	309.23
16937	a28	-379.61	249.11	222.87
16938	a28	-403.14	234.56	313.27
16939	a28	-434.21	234.43	287.45
16940	a28	-423.38	234.27	268.26
16941	a28	-429.68	234.17	270.64
16942	a28	-374.63	234.5	310.35
16943	a28	-418.88	248.14	250.24
16944	a28	-424.26	234.56	268.8
16945	a28	-427.39	234.53	241
16946	a28	-423.66	234.27	236.02
16947	a28	-387.09	234.17	312.9
16948	a28	-400.45	234.5	232.63
16949	a28	-421.51	249.11	253.27
16950	a28	-423.79	234.56	258.54
16951	a28	-421.49	234.43	296.57
16952	a28	-420.41	234.27	293.52
16953	a28	-408.22	234.17	249.79
16954	a28	-416.49	234.37	273.83
16955	a28	-409.96	246.84	294.66
16956	a28	-420.15	234.56	287.77
16957	a28	-408.23	234.16	221.35
16958	a28	-395.87	234.27	230.45
16959	a28	-419.94	234.17	240.48
16960	a28	-384.62	234.5	221.96
